sourceSystem,sourceDirectory,sourceId,slug,name,typeLabel,excerpt,description,location,locationLabel,country,specialties,languages,formats,verified,listingStatus,reviewCount,rating,website,email,phone,organizationName,rawRole,rawOrganization,sourceLocation,city,stateProvince,postcode,sourceUrl,scrapedAt
apda-community,APDA Community,www.apdaparkinson.org/community/massachusetts/resources-support-ma/support-groups/,massachusetts-massachusetts-support-groups-02451,Massachusetts Support Groups,Referral Center,"Below you will find information about support groups in Massachusetts. The listing is organized by region of the state and includes groups tailored for people living with Parkinson’s disease, groups for care partners and family members, as well as groups designed for individuals with specific clinical diagnoses. Please contact the group facilitator directly if you have questions about a particular group. If you would like guidance in finding a group that may be the best match for you, please reach out to the APDA Information & Referral Center at Boston University Medical Center (BUMC) at 617-638-8466, toll-free at 800-651-8466, or by email at apdama@apdaparkinson.org. Greater Boston MetroWest Central Northeast Southeast Cape and Islands Western Outside Massachusetts Virtual Deep Brain Stimulation Lewy Body Dementia YoungOnset Care Partners & Family Members","Massachusetts Support Groups Below you will find information about support groups in Massachusetts. The listing is organized by region of the state and includes groups tailored for people living with Parkinson’s disease, groups for care partners and family members, as well as groups designed for individuals with specific clinical diagnoses. Please contact the group facilitator directly if you have questions about a particular group. If you would like guidance in finding a group that may be the best match for you, please reach out to the APDA Information & Referral Center at Boston University Medical Center (BUMC) at 617-638-8466, toll-free at 800-651-8466, or by email at apdama@apdaparkinson.org. Greater Boston MetroWest Central Northeast Southeast Cape and Islands Western Outside Massachusetts Virtual Deep Brain Stimulation Lewy Body Dementia YoungOnset Care Partners & Family Members Greater Boston Arlington, MA APDA Support GroupThis support group meets in-person. Contact the facilitator for more information.Temporary Meeting Location: Arlington Senior Center, Arts and Crafts Room, 27 Maple Street, Arlington, MA 02476Meeting Time: 3rd Thursday of the month, 10:00 AM – 11:15 AMContact: Joanne Sliney, BS, RNPhone: 781-316-3405Email: jsliney@town.arlington.ma.us Cambridge, MA This support group meets in-person and via Zoom. Contact the facilitator for more information.Youville House Assisted Living, 1573 Cambridge Street, Cambridge, MA 02138Meeting Time: 2nd Thursday of every month, 3:00 PMContact: Youville House Assisted Living, attn: Yanira BurgosPhone: 617-491-1234Email: yaniraburgos@youvillehouse.org","Waltham, MA, United States","Waltham, MA, United States",United States,"Massachusetts Support Groups | Greater Boston | Arlington, MA | Cambridge, MA | Newton, MA | Winchester, MA – Music Therapy Group for People with Parkinson’s | Metrowest | Framingham, MA | Littleton, MA | Marlborough, MA",,hybrid,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/support-groups/,apdama@apdaparkinson.org,,APDA Massachusetts,support-groups,American Parkinson Disease Association,"Waltham, MA, United States",Waltham,MA,02451,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/support-groups/,2026-03-28T05:36:55.030Z
apda-community,APDA Community,www.apdaparkinson.org/community/massachusetts/resources-support-ma/educational-programs/,massachusetts-apda-press-program-support-groups,APDA PRESS Program,Support Group,"Throughout the year, the APDA Massachusetts Chapter provides educational programs across the state. Each program is tailored to meet the learning objectives of its intended audience. These seminars, symposia, and training programs are listed on our events calendar. Educational programs sponsored by other agencies may also be listed. Let us know about an upcoming event and we will post it on our calendar. Go to the Upcoming Events page","Educational Programs Throughout the year, the APDA Massachusetts Chapter provides educational programs across the state. Each program is tailored to meet the learning objectives of its intended audience. These seminars, symposia, and training programs are listed on our events calendar. Educational programs sponsored by other agencies may also be listed. Let us know about an upcoming event and we will post it on our calendar. Go to the Upcoming Events page Signature Programs APDA MA Virtual Educational Series: Bringing Information to You at Home! This virtual educational series covers a wide variety of topics relevant to people with Parkinson’s, care partners, and other community members. Recorded webinars are available below, and information on upcoming programs is available on our Upcoming Events page. APDA Parkinson’s Good Start Program APDA Parkinson’s Good Start Program is a program for individuals recently diagnosed with Parkinson’s disease (within the past three years) and their family members. This program, developed at Boston University, takes place in different regions of the state. PD experts present up-to-date lectures. Participants attend two sessions and receive information on diagnosis, medication management, and other strategies that promote wellness. The important role of exercise is highlighted as well as the opportunity to meet members of the healthcare team.","Massachusetts, United States","Massachusetts, United States",United States,Educational Programs | Signature Programs | APDA MA Virtual Educational Series: Bringing Information to You at Home! | APDA Parkinson’s Good Start Program | APDA PRESS Program | APDA Support Group Facilitator Conference | Support Group | Parkinson's Care,,hybrid,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/educational-programs/,,,APDA Massachusetts,support-groups,American Parkinson Disease Association,"Massachusetts, United States",,Massachusetts,,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/educational-programs/,2026-03-28T05:36:55.030Z
apda-community,APDA Community,www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/,massachusetts-arts-and-movement-resource-page,Arts & Movement,Exercise Program,"Share the benefits of arts and movement classes, which include: Improved mobility Increased social interaction Creative expression Simply having fun! Massachusetts is home to many programs specifically designed for the person with Parkinson’s and his or her family members. As a service to the community and with permission of the sponsoring individual or agency, the APDA MA Chapter provides an updated list of these programs. Click on the links below for information on each program. Specific information on whether you or a loved one can safely participate should be obtained by your health care provider in collaboration with the sponsoring agency. The APDA MA Chapter is committed to bringing new programs to communities across the state. We have developed workshops to assist arts and movement teachers to better understand and meet the needs of students who have a diagnosis of Parkinson’s. To learn more about program development, funding sources, and educational opportunities, please contact us at apdama@apdaparkinson.org.","Arts & Movement Share the benefits of arts and movement classes, which include: Improved mobility Increased social interaction Creative expression Simply having fun! Massachusetts is home to many programs specifically designed for the person with Parkinson’s and his or her family members. As a service to the community and with permission of the sponsoring individual or agency, the APDA MA Chapter provides an updated list of these programs. Click on the links below for information on each program. Specific information on whether you or a loved one can safely participate should be obtained by your health care provider in collaboration with the sponsoring agency. The APDA MA Chapter is committed to bringing new programs to communities across the state. We have developed workshops to assist arts and movement teachers to better understand and meet the needs of students who have a diagnosis of Parkinson’s. To learn more about program development, funding sources, and educational opportunities, please contact us at apdama@apdaparkinson.org. Classes in Massachusetts Dance Classes Boxing Classes Yoga Classes Exercise Classes Tai Chi Classes Art & Music Classes","Massachusetts, United States","Massachusetts, United States",United States,Arts & Movement | Classes in Massachusetts | Exercise | Wellness | Parkinson's Care,,in-person,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/,apdama@apdaparkinson.org,,APDA Massachusetts,resource-page,American Parkinson Disease Association,"Massachusetts, United States",,Massachusetts,,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/,2026-03-28T05:36:55.030Z
apda-community,APDA Community,www.apdaparkinson.org/community/massachusetts/resources-support-ma/,massachusetts-find-a-program-support-group-class-or-clinical-trial-in-massachusetts-support-groups,"FIND A PROGRAM, SUPPORT GROUP, CLASS, OR CLINICAL TRIAL IN MASSACHUSETTS",Support Group,Imported from APDA Massachusetts community resources.,"FIND A PROGRAM, SUPPORT GROUP, CLASS, OR CLINICAL TRIAL IN MASSACHUSETTS Educational Programs The APDA Massachusetts Chapter provides many educational programs for people with Parkinson’s and their families, friends, and care-partners. Educational Programs Support Groups Support groups are a great way to receive information and meet others who understand. Find a Support Group Research Learn about clinical research trials that are ongoing in Massachusetts. Clinical Trials","Massachusetts, United States","Massachusetts, United States",United States,"FIND A PROGRAM, SUPPORT GROUP, CLASS, OR CLINICAL TRIAL IN MASSACHUSETTS | Educational Programs | Support Groups | Research | Physical Therapy, Occupational Therapy, and Speech Programs | Arts & Movement Classes | Additional Resources | Financial Hardship Fund | Support Group | Parkinson's Care",,in-person,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/,apdama@apdaparkinson.org,800-651-8466,APDA Massachusetts,support-groups,American Parkinson Disease Association,"Massachusetts, United States",,Massachusetts,,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/,2026-03-28T05:36:55.030Z
apda-community,APDA Community,www.apdaparkinson.org/community/massachusetts/resources-support-ma/research/,massachusetts-study-in-parkinson-disease-of-exercise-phase-3-clinical-trial-sparx-3-resource-page,Study in Parkinson Disease of Exercise Phase 3 Clinical Trial (SPARX 3),Referral Center,"The APDA Information & Referral Center at Boston University Medical Campus (BUMC) is pleased to maintain this listing of ongoing clinical trials for convenient access to basic information on research studies at various movement disorder centers in Massachusetts (and surrounding states). Although APDA has not individually reviewed or specifically endorsed each study posted here, each has been reviewed and approved by the Institutional Review Board at its respective medical center. For further information on any study posted here, please utilize the specific contact information provided with the description of the actual study in which you are interested. As always, consult your physician to discuss the individual benefits and risks of each study prior to participating. If you’re interested in learning more about the benefits of research in Parkinson’s in general, check out this webinar from the APDA MA, recorded on November 2, 2021. To submit trial information please correspond with Cathi Thomas RN, MS at apdama@apdaparkinson.org.","Clinical Trials The APDA Information & Referral Center at Boston University Medical Campus (BUMC) is pleased to maintain this listing of ongoing clinical trials for convenient access to basic information on research studies at various movement disorder centers in Massachusetts (and surrounding states). Although APDA has not individually reviewed or specifically endorsed each study posted here, each has been reviewed and approved by the Institutional Review Board at its respective medical center. For further information on any study posted here, please utilize the specific contact information provided with the description of the actual study in which you are interested. As always, consult your physician to discuss the individual benefits and risks of each study prior to participating. If you’re interested in learning more about the benefits of research in Parkinson’s in general, check out this webinar from the APDA MA, recorded on November 2, 2021. To submit trial information please correspond with Cathi Thomas RN, MS at apdama@apdaparkinson.org. Clinical Trials in Massachusetts (and Surrounding States) Wearable Light Glasses for Parkinson’s Disease Rally | Wearable Light Glasses for Parkinson’s diseaseINSTITUTION: Massachusetts General HospitalCONTACT: Abigail Otterbein (617) 724-7266 or aotterbein@mgh.harvard.eduRECRUITMENT: Ongoing Circadian Function study in patients with Parkinson’s Disease or REM Sleep Behavior Disorder (RBD) Rally | Circadian Function study in patients with Parkinson’s Disease or REM sleep behavior disorder (RBD)INSTITUTION: Massachusetts General HospitalCONTACT: Abigail Otterbein (617) 724-7266 or aotterbein@mgh.harvard.eduRECRUITMENT: Ongoing","Massachusetts, United States","Massachusetts, United States",United States,"Clinical Trials | Clinical Trials in Massachusetts (and Surrounding States) | Wearable Light Glasses for Parkinson’s Disease | Circadian Function study in patients with Parkinson’s Disease or REM Sleep Behavior Disorder (RBD) | Attention and Walking in Parkinson’s Disease | UNH Durham Study of Language Learning in Adults with Parkinson’s’ Disease | UConn Study of Amino Acid Supplementation for People with PD | Speech Accessibility Project | Peer coaching to improve physical activity in older Latinx adults with Parkinson’s disease – In English & Español | A Phase 2b, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Determine the Efficacy and Safety of BIIB122 in Participants with Parkinson’s Disease (LUMA) – 2 Sites",,in-person,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/research/,apdama@apdaparkinson.org,,APDA Massachusetts,resource-page,American Parkinson Disease Association,"Massachusetts, United States",,Massachusetts,,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/research/,2026-03-28T05:36:55.030Z
apda-community,APDA Community,www.apdaparkinson.org/community/massachusetts/resources-support-ma/caregiver-resources/,massachusetts-care-partner-resources-94104,Care Partner Resources,Referral Center,Imported from APDA Massachusetts community resources.,"Care Partner Resources Finding a Care Partner Support Group We are pleased to provide support for Care Partners in the Parkinson’s community. Here in Massachusetts, we have developed APDA Care Partner Support Groups which can be found HERE. APDA has additional information and resources HERE. You may also contact our APDA Information and Referral Center at Boston University Medical Center (BUMC) with any questions at 800-651-8466. AARP Caregiving AARP Caregiving877-333-5885 Adult Family Care Adult Family CareSomerville-Cambridge Elder Services617-628-2601 x3151Email: info@eldercare.org","Francisco, CA, United States","Francisco, CA, United States",United States,Care Partner Resources | Finding a Care Partner Support Group | AARP Caregiving | Adult Family Care | American Psychological Association – Connecting with Caregivers | Caregiver Action Network | Family Caregiver Alliance | National Adult Day Services Association | National Institute on Aging | US Department of Health & Human Services,,in-person,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/caregiver-resources/,info@eldercare.org,,APDA Massachusetts,support-groups,American Parkinson Disease Association,"Francisco, CA, United States",Francisco,CA,94104,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/caregiver-resources/,2026-03-28T05:36:55.030Z
apda-community,APDA Community,www.apdaparkinson.org/community/massachusetts/resources-support-ma/wellness/,massachusetts-community-wellness-physical-therapy-programs-lsvt-big-physical-therapy-lsvt-loud-speech-therapy-and-other-therapy-programs-01608,"Community Wellness Physical Therapy Programs, LSVT BIG (Physical Therapy), LSVT LOUD (Speech Therapy), and Other Therapy Programs",Exercise Program,"Exercise and rehabilitation are an important part of care for the person living with Parkinson’s. There are a number of programs designed especially for individuals with Parkinson’s disease. This is a partial list of evidence based programs that have been shared with us. APDA supports a national exercise and therapy helpline. To speak with a physical therapist, call 888-606-1688 or email them at rehab@bu.edu. For more information, please visit www.bu.edu/neurorehab.","Rehabilitation Programs (Physical Therapy, Speech Therapy, and Occupational Therapy) Exercise and rehabilitation are an important part of care for the person living with Parkinson’s. There are a number of programs designed especially for individuals with Parkinson’s disease. This is a partial list of evidence based programs that have been shared with us. APDA supports a national exercise and therapy helpline. To speak with a physical therapist, call 888-606-1688 or email them at rehab@bu.edu. For more information, please visit www.bu.edu/neurorehab. Community Wellness Physical Therapy Programs, LSVT BIG (Physical Therapy), LSVT LOUD (Speech Therapy), and Other Therapy Programs Community Wellness Physical Therapy Programs for individuals with Parkinson’s disease are now offered in several Massachusetts communities. The Wellness Program is designed to help individuals with Parkinson’s disease living in the community learn to manage their health more effectively in order to improve day-to-day functioning and quality of life. Under the guidance of licensed physical, occupational, and speech therapists, participants will learn exercises and a problem solving approaches to managing daily mobility, self-care, and communication issues which often interfere with function and quality of life. These programs have been developed from a model established at Boston University Sargent College of Health and Rehabilitation Sciences. Healthcare professionals from interested agencies collaborate and receive intensive training by staff from Boston University’s Sargent College and the BU Department of Neurology. These initiatives are supported in part by the American Parkinson Disease Association. LSVT BIG® and LSVT LOUD® are intensive therapy programs administered to an individual with Parkinson’s by a rehabilitation specialist ( PT, OT, Speech). To learn more about these programs, visit http://www.lsvtglobal.com/. SPEAK OUT!® is an evidence-based program and therapeutic approach developed by Parkinson Voice Project that combines education, individual speech therapy, and ongoing group sessions to help people with Parkinson’s improve their speech and voice. To learn more or find a local therapist, visit https://www.parkinsonvoiceproject.org/providers.aspx. Virtual – University of Massachusetts Amherst This wellness group, supported by a grant from the American Parkinson Disease Association Massachusetts Chapter, will focus on techniques and education for improving and strengthening your communication, cognition, and swallowing skills. This group is led by Lisa Sommers, MA, CCC-SLP (a LSVT certified instructor), and a group of graduate students from UMass Amherst’s Center for Language, Speech, and Hearing. Contact Lisa Sommers for more information about dates and times. This program is being delivered virtually. Location: At Home, via ZoomContact: Lisa Sommers, 413-545-4010 Attleboro, MA – LSVT® LOUD Program at Sturdy Memorial Hospital Lee Silverman’s Voice Treatment LOUD (LSVT® LOUD) is an intensive, evidence-based speech therapy program. All speech therapists are certified through LSVT Global, which includes extensive training and examination. This treatment approach has been validated to drastically improve voice loudness/quality. For more information or to schedule an appointment:Contact: Sturdy Memorial Hospital Parkinson’s Program Speech TherapyTimes: By Appointment OnlyPhone: 508-236-7380","Worcester, MA, United States","Worcester, MA, United States",United States,"Rehabilitation Programs (Physical Therapy, Speech Therapy, and Occupational Therapy) | Community Wellness Physical Therapy Programs, LSVT BIG (Physical Therapy), LSVT LOUD (Speech Therapy), and Other Therapy Programs | Virtual – University of Massachusetts Amherst | Attleboro, MA – LSVT® LOUD Program at Sturdy Memorial Hospital | Agawam, MA – LSVT® BIG and Parkinson’s Wellness Recovery | Boston, MA – Community Wellness Program at Boston University Sargent College | Boston, MA – Speech & Language Assessments at Boston University Sargent College | Boston, MA – LSVT® LOUD Program at Boston Medical Center | Boston, MA – LSVT® BIG Program at Spaulding Outpatient Center Boston | Boston, MA – PWR! Parkinson’s Wellness Recovery at Spaulding Outpatient Center Boston",,hybrid,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/wellness/,rehab@bu.edu,,APDA Massachusetts,resource-page,American Parkinson Disease Association,"Worcester, MA, United States",Worcester,MA,01608,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/wellness/,2026-03-28T05:36:55.031Z
apda-community,APDA Community,www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/boxing-classes-2/,massachusetts-parkinson-s-boxing-classes-in-massachusetts-resource-page,Parkinson’s Boxing Classes in Massachusetts,Exercise Program,Imported from APDA Massachusetts community resources.,"Parkinson’s Boxing Classes in Massachusetts Find a boxing class near you. Boxing is currently a popular form of exercise – especially Rock Steady Boxing (RSB), a specific type of boxing class for people with PD that is offered around the country. There are a number of boxing programs available throughout Massachusetts. To find available programming and schedules for Rock Steady Boxing classes, visit the Rock Steady Find a Class feature online here. Dr. Rebecca Gilbert, Chief Scientific Officer of the American Parkinson Disease Association, has also written an informational blog about RSB that you can access here.","Massachusetts, United States","Massachusetts, United States",United States,Parkinson’s Boxing Classes in Massachusetts | Find a boxing class near you. | Exercise | Wellness | Parkinson's Care,,virtual,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/boxing-classes-2/,,,APDA Massachusetts,resource-page,American Parkinson Disease Association,"Massachusetts, United States",,Massachusetts,,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/boxing-classes-2/,2026-03-28T05:36:55.031Z
apda-community,APDA Community,www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/art-music/,massachusetts-art-and-music-classes-for-people-with-parkinson-s-02129,Art & Music Classes for People with Parkinson’s,Exercise Program,Imported from APDA Massachusetts community resources.,"Art & Music Classes for People with Parkinson’s Find a class in Massachusetts near you. Please be sure to contact the program provider to verify class details. Boston, MA – Crescendo Chorus Crescendo Chorus is a therapeutic singing group for people with PD. The group is lead by a Neurologic Music Therapist and LSVT Speech Language Pathologists. Dates & Times: Tuesdays, 3:15 – 4:45 PM; Contact Spaulding for information on latest session Location: Spaulding Rehabilitation Hospital, 300 First Avenue, 1st Floor, Family Research Room, Charlestown, MA 02129Contact: Linda Garrity; call 617-952-6200 on Tuesday/Thursday, ask for Linda Cambridge, MA – Crescendo Chorus Crescendo Chorus is a therapeutic singing group for people with PD. Participation can help improve audibility, volume, and articulation. This program is open to all, regardless of music experience. Click here to see a flyer. Location: Youville House, 1573 Cambridge Street, Cambridge, MADates & Times: Mondays, every other week, 10:30 – 11:30 am Contact Youville House for datesContact: Yanira Burgos, 617-491-1234 or yaniraburgos@youvillehouse.org","Charlestown, MA, United States","Charlestown, MA, United States",United States,"Art & Music Classes for People with Parkinson’s | Find a class in Massachusetts near you. | Boston, MA – Crescendo Chorus | Cambridge, MA – Crescendo Chorus | Concord, MA – Concord Conservatory of Music Singing with Parkinson’s | Lowell, MA – Art Class Social | Hingham, MA – South Shore Conservatory Parkinson’s Chorus | Newton, MA – Tremble Clefs Choral Singing | Winchester, MA – Music Therapy Group for People with Parkinson’s | Exercise",,hybrid,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/art-music/,yaniraburgos@youvillehouse.org,,APDA Massachusetts,resource-page,American Parkinson Disease Association,"Charlestown, MA, United States",Charlestown,MA,02129,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/art-music/,2026-03-28T05:36:55.031Z
apda-community,APDA Community,www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/tai-chi/,massachusetts-tai-chi-classes-for-people-with-parkinson-s-01109,Tai Chi Classes for People with Parkinson’s,Exercise Program,Imported from APDA Massachusetts community resources.,"Tai Chi Classes for People with Parkinson’s Find a class near you. Please be sure to contact the program provider to verify class details. Virtual Tai Chi Classes – Tai Chi for Parkinson’s with Jane Arsham Jane Arsham, founder and principal instructor of Moving Easy, conducts classes designed specifically for individuals with Parkinson’s disease. Classes have been running since 2011. She moved her program to Zoom in March 2020 and all classes remain virtual, open to anyone, anywhere! There is time built into each session for the students to connect and share, and over time, a caring community has developed. Jane has worked closely with APDA Massachusetts in developing programs, including the Arts & Movement Weekend Retreats, and other special workshops and events. These classes are open to all no matter where you live. There is a sliding fee scale from $5/class if it is affordable but no one is turned away. We encourage you to sign up for one or both of these offerings and to spread the word. Dates & Times: Monday, 1:00 -2:00 PM Wednesdays, 11:30 – 12-30 PM Location: Remote using computer, tablet, smartphone, or wireless device. Register: Contact Jane Arsham at 339-707-0277 or taichi.janea@gmail.com Once registered Jane will send a Zoom Invite. Chestnut Hill & Virtual – Tai Chi With roots in traditional Chinese medicine, Tai Chi is a therapeutic mind-body exercise that integrates gentle movements, rhythmic breathing, and imagery. Tai Chi is practiced to improve strength, balance, flexibility, mental focus, and emotional tranquility. Tai Chi is increasingly being utilized as part of comprehensive health rehabilitation and prevention programs. New research suggests Tai Chi may have important benefits for individuals with Parkinson’s disease. These 12 week sessions are designed for people who are able to stand for the 60- minute program. Space is limited and registration is required. Days & Times: Daytime: **Currently on Pause**Mondays 11 AM – 12 PMLocation: Shapiro 247A, BIDMC East Campus, 330 Brookline Avenue, Boston, MA 02215Contact: Michelle Guo, mguo1@bidmc.harvard.edu Evening: ** Currently Virtual**Tuesdays, 7:00 – 8:00 PM; Contact the Osher Clinical Center for session datesLocation: 850 Boylston Street, Chestnut Hill, MAContact: Michelle Guo, mguo1@bidmc.harvard.edu","Springfield, MA, United States","Springfield, MA, United States",United States,"Tai Chi Classes for People with Parkinson’s | Find a class near you. | Virtual Tai Chi Classes – Tai Chi for Parkinson’s with Jane Arsham | Chestnut Hill & Virtual – Tai Chi | Springfield, MA – Tai Ji Quan: Moving for Better Balance at Springfield College | Exercise | Wellness | Parkinson's Care",,hybrid,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/tai-chi/,taichi.janea@gmail.com,,APDA Massachusetts,resource-page,American Parkinson Disease Association,"Springfield, MA, United States",Springfield,MA,01109,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/tai-chi/,2026-03-28T05:36:55.031Z
apda-community,APDA Community,www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/exercise/,massachusetts-parkinson-s-exercise-classes-in-massachusetts-01721,Parkinson’s Exercise Classes in Massachusetts,Exercise Program,Imported from APDA Massachusetts community resources.,"Parkinson’s Exercise Classes in Massachusetts Be active. Find a class near you. Please be sure to contact the program provider to verify class details. Ashland, MA – Parkinson’s Disease Exercise Class Joyce Indelicato, MEd, MS, Clinical Exercise Physiologist leads an exercise class specialized for individuals with Parkinson’s disease. The overall goal of the class is to help you move with more ease and confidence so you can continue to do what you enjoy. Working at your own pace, you will learn a variety of safe, simple exercises that you can do at home between sessions. Caregivers are welcome. Location: Ashland Senior Center, 162 West Union Street, Ashland, MA 01721Contact: Joanne Duffy at the Ashland Senior Center: 508-881-0140 ext. 1 Attleboro, MA – Pedaling for Parkinson’s Pedaling a bicycle may change the life of someone with Parkinson’s disease. Research conducted at the Cleveland Clinic showed a 35% reduction in symptoms by the simple act of pedaling a bicycle at a rapid pace – optimally, 80-90 revolutions per minute. Fast pedaling is not a cure of Parkinson’s disease and should not be touted as such, but there is compelling evidence to show that it does make a real difference for many who try it. We do know that fast-paced cycling is changing the lives of increasing numbers of participants who, before this, had no hope beyond medication and eventually surgery to slow the progression of their disease. Click here to see a flyer with more information. Days & Times: MON & FRI, 11AMLocation: Attleboro Downtown YMCA – Cycle Studio, 63 North Main Street, Attleboro, MA 02703Contact: Nicole Szeliga, nszeliga@attleboroymca.org or 508-222-7422","Ashland, MA, United States","Ashland, MA, United States",United States,"Parkinson’s Exercise Classes in Massachusetts | Be active. Find a class near you. | Ashland, MA – Parkinson’s Disease Exercise Class | Attleboro, MA – Pedaling for Parkinson’s | Attleboro, MA – Delay the Disease Classes | Barnstable, MA – Pedaling for Parkinson’s™ | Boston, MA – Bootcamp & Balance | Boston, MA – Moving Through PD | Boston, MA – Pedaling for Parkinson’s | Brighton, MA – Pedaling for Parkinson’s",,hybrid,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/exercise/,nszeliga@attleboroymca.org,,APDA Massachusetts,resource-page,American Parkinson Disease Association,"Ashland, MA, United States",Ashland,MA,01721,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/exercise/,2026-03-28T05:36:55.032Z
apda-community,APDA Community,www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/yoga-classes/,massachusetts-boston-ma-self-care-for-care-partners-01886,"Boston, MA – Self Care for Care Partners",Exercise Program,Imported from APDA Massachusetts community resources.,"Parkinson’s Yoga Classes in Massachusetts Find a class near you. Studies show that people with PD benefit from exercise to improve strength, flexibility, balance, overall fitness, and quality of life. Yoga, which includes deliberate movements, meditation, and focused breathing, may be a viable means of providing such exercise and relaxation. Studies specific to yoga and neurological conditions, particularly PD, are limited. However, individuals with Parkinson’s appear to be more open to ways of managing their health and fitness through yoga and other complementary alternatives than ever before. See below for a listing of classes in your area. Please be sure to contact the program provider to verify class details. Boston, MA- PD Yoga The Parkinson’s Disease and Movement Disorders Center at Beth Israel Deaconess Medical Center presents PD Yoga. Classes are taught by a certified Yoga instructor with special training in PD. There are many benefits of yoga, which include a balanced relationship between body and mind and increased vitality, positivity, and peace. This Hatha yoga class improves balance, strength, and flexibility. All levels of Yoga experience are welcome. Click here to learn more on the Wellness Works website. Location: **Currently Meeting Online** Bodyscapes Fitness Center, Longwood Medical Area, 77 Avenue Louis Pasteur, Boston, MA 02115Date & Time: Contact Wellness Works for updated information; Chair Yoga- Wednesdays, 10 AM & Dynamic Yoga – Fridays, 10 AMContact: Michelle Guo, mguo1@bidmc.harvard.edu Boston, MA – Self Care for Care Partners The program will begin the practice with gentle yoga movements where you will be encouraged to sense into your physical experience and cultivate ease. You will also learn breathing practices that can help to balance your nervous system and support well being, and the program will close each class with a meditation practice. Meditation practices will include guided body scans, guided imagery, breath awareness, and loving kindness (Metta). No previous experience needed. This class is for anyone who identifies as a care partner for a person with PD. Click here to learn more on the Wellness Works website. Location: **Currently Meeting Online** Bodyscapes Fitness Center, Longwood Medical Area, 77 Avenue Louis Pasteur, Boston, MA 02115Date & Time: Contact Wellness Works for updated information; THU, 9 – 10 AMContact: Michelle Guo, mguo1@bidmc.harvard.edu","Westford, MA, United States","Westford, MA, United States",United States,"Parkinson’s Yoga Classes in Massachusetts | Find a class near you. | Boston, MA- PD Yoga | Boston, MA – Self Care for Care Partners | Dartmouth, MA – Yoga for Parkinson’s | Marion, MA – Mindful Movement for People with Parkinson’s | New Bedford, MA – Yoga for Early Parkinson’s | Spaulding Cape Cod Virtually Accessible Yoga | Virtual Class – Chair Yoga from TriYoga | Virtual Class – Parkinson’s Fitness Breathe and Stretch Yoga with Dianna",,hybrid,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/yoga-classes/,mguo1@bidmc.harvard.edu,,APDA Massachusetts,resource-page,American Parkinson Disease Association,"Westford, MA, United States",Westford,MA,01886,https://www.apdaparkinson.org/community/massachusetts/resources-support-ma/arts-movement-classes/yoga-classes/,2026-03-28T05:36:55.032Z
